Term,ListingCategory (numeric),BorrowerState,Occupation,EmploymentStatus,EmploymentStatusDuration,IsBorrowerHomeowner,CurrentlyInGroup,CreditScoreRangeLower,CreditScoreRangeUpper,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,OpenRevolvingAccounts,OpenRevolvingMonthlyPayment,InquiriesLast6Months,TotalInquiries,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,RevolvingCreditBalance,BankcardUtilization,AvailableBankcardCredit,TotalTrades,TradesNeverDelinquent (percentage),TradesOpenedLast6Months,DebtToIncomeRatio,IncomeRange,IncomeVerifiable,StatedMonthlyIncome,LoanCurrentDaysDelinquent,LoanMonthsSinceOrigination,LoanOriginalAmount,LoanOriginationQuarter,MonthlyLoanPayment,PercentFunded,Recommendations,InvestmentFromFriendsCount,InvestmentFromFriendsAmount,Investors,decision
36,7,MO,Retail Management,Full-time,27.0,False,False,720.0,739.0,16.0,15.0,25.0,12,303.0,3.0,7.0,0.0,0.0,0.0,1.0,0.0,9585.0,0.37,11899.0,24.0,1.0,2.0,0.27,"$50,000-74,999",True,6000.0,1155,51,5000,Q4 2009,215.94,1.0,0,0,0.0,61,Denied
36,1,WA,Professional,Employed,22.0,False,False,640.0,659.0,18.0,18.0,38.0,4,284.0,1.0,1.0,3.0,1574.0,8.0,0.0,0.0,9620.0,0.52,8680.0,25.0,0.88,1.0,0.25,"$50,000-74,999",True,5416.666667,0,6,9000,Q3 2013,323.57,1.0,0,0,0.0,108,Review
36,7,MN,Other,Employed,25.0,False,False,680.0,699.0,3.0,1.0,15.0,2,77.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,1692.0,0.7,708.0,14.0,1.0,0.0,0.22,"$1-24,999",False,1500.0,0,18,5000,Q3 2012,171.23,1.0,1,0,0.0,36,Review
36,7,OH,Retail Management,Self-employed,1.0,False,False,680.0,699.0,7.0,6.0,17.0,3,55.0,2.0,3.0,0.0,0.0,3.0,1.0,0.0,2756.0,0.23,9144.0,10.0,0.9,1.0,0.22,"$25,000-49,999",False,2083.333333,0,1,4000,Q1 2014,134.28,1.0,0,0,0.0,1,Review
36,1,NY,Other,Employed,14.0,False,False,640.0,659.0,8.0,8.0,15.0,7,249.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,11396.0,0.65,5365.0,15.0,1.0,1.0,0.21,"$25,000-49,999",True,3333.333333,0,5,4000,Q4 2013,160.08,1.0,0,0,0.0,1,Denied
36,1,NJ,Other,Employed,32.0,True,False,700.0,719.0,10.0,9.0,14.0,8,429.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,17797.0,0.51,14406.0,14.0,0.92,0.0,0.1,"$100,000+",True,11666.666667,0,4,8500,Q4 2013,273.87,1.0,0,0,0.0,1,Approved
60,1,PA,Pharmacist,Employed,32.0,True,False,780.0,799.0,12.0,12.0,29.0,9,912.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,19826.0,0.2,60810.0,29.0,1.0,1.0,0.28,"$100,000+",True,9166.666667,0,6,35000,Q3 2013,787.25,1.0,0,0,0.0,299,Approved
36,1,NY,Skilled Labor,Employed,105.0,False,False,660.0,679.0,11.0,11.0,19.0,9,432.0,0.0,7.0,0.0,0.0,14.0,1.0,0.0,9061.0,0.81,1905.0,18.0,0.94,1.0,0.45,"$50,000-74,999",True,4416.666667,0,5,8000,Q4 2013,300.78,1.0,0,0,0.0,1,Denied
36,1,FL,Other,Retired,9.0,False,False,660.0,679.0,7.0,4.0,17.0,2,25.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1920.0,0.61,1180.0,16.0,1.0,2.0,0.25,"$25,000-49,999",True,3416.666667,1273,50,4200,Q1 2010,189.99,1.0,0,0,0.0,127,Denied
36,1,FL,Executive,Employed,51.0,True,False,780.0,799.0,6.0,6.0,15.0,4,410.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,19688.0,0.75,6337.0,13.0,1.0,0.0,0.13,"$100,000+",True,10833.333333,0,17,20000,Q4 2012,632.65,1.0,0,0,0.0,285,Approved
60,2,CT,Tradesman - Electrician,Employed,24.0,True,False,700.0,719.0,12.0,10.0,24.0,8,387.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,9078.0,0.49,1021.0,24.0,0.91,2.0,0.29,"$75,000-99,999",True,6250.0,0,26,15000,Q1 2012,435.27,1.0,0,0,0.0,77,Review
60,1,NJ,Nurse (RN),Employed,112.0,True,False,700.0,719.0,14.0,14.0,21.0,4,411.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,16130.0,0.63,8970.0,21.0,0.95,1.0,0.26,"$25,000-49,999",True,3100.0,0,1,10000,Q1 2014,242.38,1.0,0,0,0.0,1,Review
12,3,TX,Doctor,Employed,144.0,True,False,800.0,819.0,9.0,9.0,27.0,9,1491.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,83020.0,0.62,50515.0,22.0,1.0,0.0,0.39,"$100,000+",True,15000.0,0,13,12000,Q1 2013,1030.87,1.0,0,0,0.0,237,Approved
36,1,VA,Military Enlisted,Employed,265.0,False,False,720.0,739.0,12.0,11.0,43.0,10,1686.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,82654.0,0.88,10128.0,41.0,1.0,0.0,0.41,"$100,000+",True,8958.333333,0,3,15000,Q4 2013,517.41,1.0,0,0,0.0,1,Review
60,1,WI,Other,Employed,33.0,True,False,700.0,719.0,16.0,16.0,51.0,9,374.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6556.0,0.39,8674.0,28.0,0.92,1.0,0.4,"$50,000-74,999",True,4416.666667,0,6,7000,Q3 2013,177.75,1.0,0,0,0.0,1,Review
36,1,NC,Professional,Employed,35.0,True,False,700.0,719.0,16.0,16.0,34.0,13,630.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,16180.0,0.51,13131.0,31.0,1.0,0.0,0.27,"$75,000-99,999",True,7550.0,0,10,15000,Q2 2013,549.76,1.0,0,0,0.0,1,Review
36,7,NJ,Professional,Employed,237.0,False,False,660.0,679.0,13.0,5.0,31.0,4,154.0,0.0,0.0,1.0,365.0,0.0,0.0,0.0,6994.0,0.99,48.0,27.0,0.92,0.0,0.24,"$75,000-99,999",True,7000.0,0,4,2500,Q4 2013,93.48,1.0,0,0,0.0,1,Review
60,1,IL,Clerical,Employed,81.0,False,False,720.0,739.0,15.0,14.0,22.0,14,352.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9238.0,0.27,21135.0,20.0,1.0,0.0,0.27,"$25,000-49,999",True,2315.75,0,4,4000,Q4 2013,93.05,1.0,0,0,0.0,51,Review
36,7,AZ,Professional,Employed,3.0,False,False,680.0,699.0,8.0,8.0,23.0,5,166.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,7132.0,0.93,525.0,18.0,0.94,0.0,0.2,"$50,000-74,999",True,4583.333333,0,28,4500,Q4 2011,181.28,1.0,0,0,0.0,17,Denied
36,1,KY,Other,Employed,29.0,False,False,680.0,699.0,7.0,6.0,12.0,5,418.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9550.0,0.57,6950.0,9.0,1.0,0.0,0.14,"$50,000-74,999",True,5000.0,0,1,4000,Q1 2014,133.6,1.0,0,0,0.0,64,Approved
36,1,NC,Accountant/CPA,Full-time,128.0,True,False,720.0,739.0,11.0,10.0,37.0,7,650.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,24119.0,0.52,22003.0,23.0,1.0,0.0,0.21,"$100,000+",True,9166.666667,0,25,13500,Q1 2012,429.23,1.0,0,0,0.0,241,Approved
36,16,OH,Landscaping,Employed,39.0,False,False,660.0,679.0,2.0,1.0,2.0,1,22.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,2.0,0.5,0.0,0.08,"$25,000-49,999",True,2166.666667,0,22,3500,Q2 2012,151.99,1.0,0,0,0.0,77,Denied
36,1,TN,Other,Employed,56.0,False,False,700.0,719.0,18.0,18.0,31.0,16,463.0,0.0,13.0,0.0,0.0,0.0,2.0,0.0,10082.0,0.15,37533.0,30.0,0.96,2.0,6.01,"$1-24,999",True,200.0,0,13,4000,Q1 2013,172.76,1.0,0,0,0.0,80,Denied
36,3,OR,Food Service,Self-employed,88.0,True,True,800.0,819.0,5.0,5.0,9.0,4,75.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,17480.0,9.0,1.0,0.0,0.22,"$75,000-99,999",False,7500.0,0,0,15000,Q1 2014,460.35,1.0,0,0,0.0,268,Approved
36,6,TX,Professional,Full-time,123.0,True,True,620.0,639.0,13.0,4.0,36.0,1,25.0,4.0,5.0,7.0,15382.0,2.0,1.0,0.0,49.0,0.16,251.0,31.0,0.8,2.0,0.41,"$100,000+",True,8750.0,0,30,2400,Q3 2011,103.53,1.0,0,0,0.0,23,Denied
60,2,CA,Executive,Employed,13.0,True,False,760.0,779.0,18.0,17.0,46.0,15,2313.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,379981.0,0.83,75595.0,45.0,0.97,1.0,0.05,"$100,000+",True,31666.666667,743,34,10591,Q2 2011,268.9,0.706,0,0,0.0,213,Review
36,2,WV,Principal,Employed,48.0,True,False,700.0,719.0,5.0,5.0,48.0,3,64.0,1.0,2.0,8.0,48.0,8.0,1.0,0.0,1239.0,0.7,511.0,46.0,0.73,1.0,0.07,"$100,000+",True,13916.666667,0,8,4000,Q3 2013,155.8,1.0,0,0,0.0,57,Denied
36,1,WA,Professional,Employed,23.0,False,False,680.0,699.0,14.0,12.0,49.0,10,289.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9089.0,0.98,81.0,37.0,0.94,2.0,0.26,"$75,000-99,999",True,7667.0,0,7,14000,Q3 2013,489.37,1.0,0,0,0.0,85,Review
60,1,GA,Professional,Employed,186.0,True,False,700.0,719.0,24.0,22.0,48.0,17,1114.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,48177.0,0.47,53959.0,44.0,1.0,1.0,0.32,"$100,000+",True,10000.0,0,2,15000,Q1 2014,342.37,1.0,0,0,0.0,1,Review
60,1,GA,Sales - Retail,Employed,228.0,True,False,660.0,679.0,12.0,12.0,27.0,10,658.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,25202.0,0.85,2463.0,27.0,0.92,0.0,0.26,"$50,000-74,999",True,5250.0,0,5,15000,Q4 2013,410.45,1.0,0,0,0.0,1,Denied
36,1,NY,Nurse (RN),Employed,170.0,False,False,720.0,739.0,25.0,24.0,49.0,28,867.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,31889.0,0.3,65611.0,48.0,0.95,1.0,0.33,"$50,000-74,999",True,4388.5,0,6,15000,Q3 2013,520.64,1.0,0,0,0.0,1,Review
60,1,WI,Teacher,Employed,248.0,True,False,740.0,759.0,8.0,8.0,21.0,9,1294.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,43948.0,0.95,2052.0,19.0,1.0,0.0,0.39,"$50,000-74,999",True,6000.0,0,10,15000,Q2 2013,382.45,1.0,0,0,0.0,1,Review
36,1,WA,Administrative Assistant,Employed,72.0,True,False,700.0,719.0,15.0,14.0,32.0,15,924.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,80186.0,0.8,19304.0,25.0,1.0,1.0,0.41,"$25,000-49,999",True,3250.0,0,2,10000,Q1 2014,346.65,1.0,0,0,0.0,1,Review
36,1,NY,Other,Employed,7.0,False,False,720.0,739.0,6.0,5.0,7.0,5,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,646.0,0.28,1654.0,7.0,0.71,0.0,0.07,"$25,000-49,999",True,2166.666667,0,28,4000,Q4 2011,136.52,1.0,0,0,0.0,53,Approved
36,7,CT,Other,Employed,77.0,True,False,680.0,699.0,11.0,10.0,22.0,3,270.0,4.0,5.0,0.0,0.0,6.0,0.0,0.0,7873.0,0.95,357.0,16.0,0.76,2.0,0.18,"$100,000+",True,11750.0,0,24,4000,Q1 2012,173.71,1.0,0,0,0.0,16,Denied
36,1,MO,Other,Employed,30.0,True,False,660.0,679.0,9.0,7.0,14.0,5,905.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,33597.0,1.01,134.0,14.0,1.0,1.0,0.32,"$50,000-74,999",True,5666.666667,0,23,4000,Q2 2012,173.71,1.0,0,0,0.0,11,Denied
36,1,PA,Attorney,Employed,26.0,True,False,680.0,699.0,9.0,8.0,19.0,5,448.0,1.0,6.0,0.0,0.0,14.0,4.0,0.0,12689.0,0.69,5521.0,18.0,0.61,0.0,0.1,"$100,000+",True,17500.0,0,33,20000,Q2 2011,648.07,1.0,0,0,0.0,328,Approved
36,1,KY,Other,Employed,165.0,False,False,680.0,699.0,8.0,8.0,30.0,5,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13594.0,0.93,906.0,17.0,1.0,0.0,0.24,"$25,000-49,999",True,2166.666667,0,7,4000,Q3 2013,142.19,1.0,0,0,0.0,1,Review
36,1,AZ,Analyst,Employed,96.0,True,False,720.0,739.0,10.0,10.0,32.0,8,435.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,26067.0,0.4,38423.0,31.0,1.0,0.0,0.22,"$50,000-74,999",True,4583.333333,0,22,7500,Q2 2012,251.62,1.0,0,0,0.0,144,Approved
60,1,CO,Other,Employed,35.0,False,False,700.0,719.0,8.0,8.0,11.0,7,158.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,3013.0,0.43,3669.0,11.0,0.63,0.0,0.25,"$25,000-49,999",True,3500.0,0,2,10000,Q1 2014,242.38,1.0,0,0,0.0,1,Review
60,1,IL,Administrative Assistant,Employed,312.0,True,False,720.0,739.0,13.0,11.0,28.0,12,785.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,18523.0,0.66,8643.0,25.0,0.96,0.0,0.19,"$50,000-74,999",True,4416.666667,0,6,15000,Q3 2013,354.81,1.0,0,0,0.0,115,Review
36,19,RI,Police Officer/Correction Officer,Employed,400.0,True,False,680.0,699.0,8.0,8.0,25.0,6,445.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,10391.0,1.06,0.0,23.0,0.91,1.0,0.1,"$50,000-74,999",True,6000.0,352,23,2000,Q2 2012,86.85,1.0,0,0,0.0,4,Denied
36,1,TX,Scientist,Employed,99.0,False,False,640.0,659.0,12.0,9.0,17.0,7,246.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6667.0,0.51,5579.0,17.0,0.94,3.0,0.16,"$75,000-99,999",True,6500.0,0,9,8300,Q2 2013,323.28,1.0,0,0,0.0,1,Denied
36,3,OH,Realtor,Employed,36.0,True,False,660.0,679.0,15.0,11.0,27.0,7,257.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,8162.0,0.65,4263.0,25.0,1.0,4.0,0.2,"$25,000-49,999",True,3750.0,0,19,4000,Q3 2012,167.82,1.0,0,0,0.0,11,Denied
36,2,LA,Other,Full-time,373.0,True,False,700.0,719.0,9.0,8.0,21.0,6,456.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,16475.0,0.55,12388.0,20.0,1.0,4.0,0.18,"$75,000-99,999",True,7350.0,0,31,4000,Q3 2011,146.6,1.0,0,0,0.0,83,Review
36,1,GA,Other,Employed,7.0,True,False,680.0,699.0,6.0,6.0,22.0,4,200.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,6231.0,0.86,792.0,22.0,1.0,0.0,0.27,"$25,000-49,999",True,3333.333333,0,12,6000,Q1 2013,236.0,1.0,0,0,0.0,3,Denied
60,1,NJ,Attorney,Employed,25.0,True,False,680.0,699.0,9.0,8.0,47.0,3,167.0,0.0,5.0,0.0,0.0,20.0,1.0,0.0,5434.0,0.54,4516.0,39.0,0.71,1.0,0.19,"$100,000+",True,9166.666667,0,3,15000,Q4 2013,354.1,1.0,0,0,0.0,1,Review
60,7,TX,Engineer - Mechanical,Employed,57.0,False,False,720.0,739.0,12.0,7.0,30.0,3,54.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,4697.0,0.15,26503.0,26.0,1.0,2.0,0.11,"$100,000+",True,15568.416667,0,1,25000,Q1 2014,624.68,1.0,0,0,0.0,142,Review
36,1,OH,Executive,Employed,23.0,True,False,640.0,659.0,6.0,6.0,37.0,7,175.0,1.0,6.0,13.0,360.0,48.0,3.0,0.0,2915.0,0.42,1604.0,32.0,0.56,1.0,0.05,"$100,000+",True,17916.666667,0,5,15000,Q4 2013,550.98,1.0,0,0,0.0,1,Review
60,1,CO,Civil Service,Employed,193.0,True,False,760.0,779.0,11.0,6.0,36.0,6,102.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,17914.0,0.59,12152.0,36.0,1.0,5.0,0.09,"$50,000-74,999",True,5375.0,0,22,13000,Q2 2012,380.73,1.0,0,0,0.0,29,Review
36,1,NJ,Administrative Assistant,Employed,358.0,True,False,700.0,719.0,21.0,13.0,39.0,10,513.0,1.0,3.0,1.0,157.0,0.0,0.0,0.0,12476.0,0.63,5032.0,36.0,0.94,2.0,0.32,"$50,000-74,999",True,5416.666667,82,6,5000,Q3 2013,200.1,1.0,0,0,0.0,15,Denied
36,14,GA,Professor,Employed,52.0,True,False,700.0,719.0,13.0,12.0,49.0,10,684.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,61680.0,0.52,56170.0,47.0,1.0,0.0,0.15,"$100,000+",True,10416.666667,0,3,9000,Q4 2013,292.06,1.0,0,0,0.0,178,Approved
36,1,MD,Professional,Employed,26.0,True,False,780.0,799.0,9.0,9.0,12.0,6,373.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46867.0,0.55,10314.0,10.0,0.9,1.0,0.18,"$50,000-74,999",True,5666.666667,0,7,5000,Q3 2013,172.32,1.0,0,0,0.0,1,Review
36,1,MI,Construction,Employed,16.0,True,False,720.0,739.0,4.0,4.0,41.0,4,21.0,0.0,4.0,0.0,0.0,47.0,0.0,0.0,746.0,0.74,254.0,40.0,0.87,0.0,0.07,"$50,000-74,999",True,4416.666667,0,38,5000,Q1 2011,162.63,1.0,0,0,0.0,23,Approved
60,14,TX,Engineer - Electrical,Employed,233.0,True,False,740.0,759.0,17.0,14.0,54.0,11,858.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20644.0,0.47,22691.0,51.0,1.0,2.0,0.22,"$100,000+",True,11000.0,0,1,25000,Q1 2014,654.03,1.0,0,0,0.0,1,Review
60,1,FL,Other,Employed,231.0,True,False,720.0,739.0,15.0,14.0,38.0,13,902.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,31438.0,0.91,2513.0,36.0,1.0,2.0,0.23,"$75,000-99,999",True,6666.666667,0,17,10000,Q4 2012,321.2,1.0,0,0,0.0,134,Denied
36,1,NY,Other,Not employed,0.0,False,False,680.0,699.0,12.0,11.0,20.0,11,555.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,16522.0,0.62,7844.0,18.0,1.0,2.0,0.22,Not employed,False,0.0,0,19,4000,Q3 2012,167.82,1.0,0,0,0.0,45,Denied
36,1,TN,Executive,Employed,22.0,True,False,760.0,779.0,10.0,8.0,27.0,4,85.0,1.0,6.0,1.0,2969.0,5.0,1.0,0.0,5872.0,0.51,5601.0,25.0,0.73,0.0,0.06,"$100,000+",True,25000.0,0,31,13000,Q3 2011,469.92,1.0,0,0,0.0,43,Review
36,1,CT,Engineer - Mechanical,Employed,20.0,False,False,720.0,739.0,9.0,9.0,19.0,6,344.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14547.0,0.89,1444.0,17.0,1.0,0.0,0.15,"$50,000-74,999",True,4708.333333,0,28,8000,Q4 2011,260.93,1.0,0,0,0.0,133,Approved
36,15,OH,Pharmacist,Employed,267.0,True,False,660.0,679.0,12.0,11.0,19.0,7,210.0,1.0,3.0,1.0,13788.0,1.0,1.0,0.0,4398.0,0.49,3856.0,19.0,0.73,2.0,0.3,"$75,000-99,999",True,7500.0,0,17,15000,Q4 2012,552.8,1.0,0,0,0.0,298,Review
60,1,TX,Teacher,Full-time,97.0,True,False,700.0,719.0,5.0,5.0,17.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,0.21,"$25,000-49,999",True,4125.833333,0,18,8000,Q3 2012,220.09,1.0,0,0,0.0,11,Review
36,1,VA,Other,Employed,270.0,False,False,660.0,679.0,7.0,6.0,37.0,4,238.0,0.0,8.0,0.0,0.0,12.0,1.0,0.0,6986.0,0.82,1514.0,29.0,0.86,2.0,0.15,"$75,000-99,999",True,6450.916667,0,2,5000,Q1 2014,168.81,1.0,0,0,0.0,1,Review
36,3,GA,Professional,Employed,49.0,True,False,680.0,699.0,12.0,11.0,27.0,7,971.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,116777.0,0.98,1973.0,25.0,1.0,1.0,0.31,"$75,000-99,999",True,6375.0,0,20,4000,Q3 2012,173.71,1.0,0,0,0.0,51,Denied
36,1,CA,Engineer - Mechanical,Employed,85.0,False,False,660.0,679.0,5.0,5.0,34.0,6,307.0,1.0,2.0,0.0,0.0,21.0,0.0,0.0,12678.0,0.8,3122.0,31.0,0.96,1.0,0.15,"$50,000-74,999",True,5676.666667,0,10,13500,Q2 2013,520.61,1.0,0,0,0.0,3,Denied
36,5,FL,Military Officer,Full-time,42.0,False,False,700.0,719.0,5.0,5.0,8.0,5,44.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,444.0,0.12,3020.0,7.0,0.75,1.0,0.22,"$50,000-74,999",False,4733.333333,0,53,1000,Q4 2009,31.66,1.0,0,0,0.0,64,Approved
60,1,IL,Other,Other,484.0,True,False,660.0,679.0,8.0,6.0,35.0,4,231.0,0.0,3.0,0.0,0.0,30.0,1.0,0.0,7520.0,0.61,3484.0,31.0,0.74,1.0,0.23,"$50,000-74,999",True,4418.833333,0,2,15000,Q1 2014,363.58,1.0,0,0,0.0,1,Review
36,1,TX,Administrative Assistant,Employed,40.0,False,False,700.0,719.0,11.0,11.0,24.0,11,570.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15219.0,0.7,6375.0,23.0,1.0,0.0,0.41,"$25,000-49,999",True,3843.833333,0,8,15000,Q3 2013,540.33,1.0,0,0,0.0,1,Review
60,3,CA,Other,Employed,119.0,False,False,760.0,779.0,4.0,4.0,10.0,4,162.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1631.0,0.12,11269.0,9.0,1.0,0.0,0.09,"$50,000-74,999",True,4333.333333,0,26,10000,Q1 2012,232.48,1.0,0,0,0.0,30,Approved
36,2,TN,Professional,Employed,89.0,False,False,700.0,719.0,8.0,8.0,23.0,7,439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13626.0,0.91,984.0,19.0,0.94,0.0,0.33,"$25,000-49,999",True,3593.833333,0,33,5600,Q2 2011,205.25,1.0,1,0,0.0,61,Review
36,1,CO,Executive,Employed,225.0,True,False,740.0,759.0,8.0,7.0,25.0,6,308.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,7957.0,0.88,1043.0,22.0,1.0,0.0,0.13,"$50,000-74,999",True,5416.666667,0,27,6000,Q4 2011,192.87,1.0,0,0,0.0,17,Approved
36,3,FL,Executive,Employed,123.0,True,False,660.0,679.0,5.0,5.0,16.0,5,566.0,1.0,4.0,1.0,548.0,0.0,0.0,0.0,16110.0,0.0,0.0,14.0,0.78,1.0,0.05,"$100,000+",True,13500.0,0,34,4000,Q2 2011,174.2,1.0,0,0,0.0,24,Denied
36,1,NY,Attorney,Employed,64.0,True,False,780.0,799.0,17.0,16.0,47.0,18,901.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,82948.0,0.6,50517.0,46.0,1.0,2.0,0.16,"$100,000+",True,9416.666667,0,18,24500,Q3 2012,766.5,1.0,0,0,0.0,498,Approved
36,2,CT,Other,Employed,5.0,True,False,720.0,739.0,19.0,19.0,46.0,18,391.0,5.0,12.0,1.0,61.0,0.0,0.0,0.0,4914.0,0.15,11983.0,42.0,0.97,4.0,0.27,"$25,000-49,999",True,3250.0,0,22,4000,Q2 2012,169.78,1.0,0,0,0.0,31,Denied
60,1,OH,Construction,Employed,9.0,True,False,720.0,739.0,13.0,12.0,30.0,9,796.0,0.0,4.0,2.0,47.0,0.0,0.0,0.0,31618.0,0.71,12060.0,26.0,0.92,0.0,0.3,"$75,000-99,999",True,7000.0,0,11,15000,Q2 2013,396.07,1.0,0,0,0.0,213,Review
36,2,CA,Truck Driver,Employed,4.0,False,False,660.0,679.0,5.0,5.0,14.0,5,60.0,5.0,6.0,0.0,0.0,2.0,0.0,0.0,403.0,0.04,7747.0,14.0,0.71,1.0,0.13,"$1-24,999",True,1800.0,1009,38,4000,Q1 2011,168.71,1.0,0,0,0.0,75,Denied
36,7,CT,Teacher,Employed,100.0,True,False,720.0,739.0,28.0,26.0,73.0,25,711.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,13227.0,0.3,25382.0,68.0,1.0,0.0,0.2,"$50,000-74,999",True,6083.333333,0,2,2000,Q1 2014,68.99,1.0,0,0,0.0,3,Review
36,6,OH,Other,Other,28.0,False,False,640.0,659.0,4.0,3.0,30.0,3,234.0,0.0,2.0,0.0,0.0,11.0,1.0,0.0,6931.0,0.55,177.0,26.0,0.69,0.0,0.14,"$25,000-49,999",True,2136.833333,0,21,2000,Q2 2012,71.98,1.0,0,0,0.0,53,Review
36,3,GA,Executive,Employed,97.0,True,False,780.0,799.0,7.0,7.0,14.0,5,1373.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,235639.0,0.85,41161.0,14.0,0.85,0.0,0.06,"$100,000+",True,41666.666667,0,7,35000,Q3 2013,1179.12,1.0,0,0,0.0,521,Approved
36,16,NM,Other,Employed,19.0,False,False,680.0,699.0,6.0,6.0,15.0,5,88.0,0.0,2.0,4.0,7798.0,15.0,0.0,0.0,1138.0,0.23,3762.0,10.0,0.66,2.0,0.16,"$50,000-74,999",True,5000.0,0,11,13000,Q2 2013,491.38,1.0,0,0,0.0,214,Review
36,2,OH,Analyst,Employed,89.0,True,False,680.0,699.0,11.0,7.0,40.0,2,94.0,5.0,7.0,1.0,438.0,39.0,0.0,0.0,1942.0,0.71,758.0,26.0,0.66,2.0,0.18,"$100,000+",True,9583.333333,0,28,4000,Q4 2011,174.2,1.0,0,0,0.0,6,Denied
60,1,CT,Postal Service,Employed,370.0,False,False,760.0,779.0,11.0,9.0,30.0,8,958.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,19313.0,0.28,40821.0,28.0,1.0,2.0,0.23,"$75,000-99,999",True,7116.666667,0,8,11500,Q3 2013,285.74,1.0,0,0,0.0,183,Review
36,1,CA,Nurse (RN),Employed,78.0,True,False,840.0,859.0,10.0,10.0,33.0,8,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4698.0,0.15,21346.0,25.0,1.0,1.0,0.11,"$75,000-99,999",True,6666.666667,0,22,7000,Q2 2012,217.71,1.0,0,0,0.0,144,Approved
60,1,GA,Other,Employed,1.0,True,False,660.0,679.0,18.0,16.0,29.0,14,522.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,26997.0,0.78,6981.0,28.0,1.0,0.0,0.28,"$50,000-74,999",True,4583.333333,0,5,15000,Q4 2013,386.64,1.0,0,0,0.0,48,Review
36,1,NY,Other,Employed,157.0,False,False,700.0,719.0,5.0,4.0,13.0,4,107.0,2.0,4.0,0.0,0.0,16.0,0.0,0.0,611.0,0.08,6889.0,12.0,0.66,0.0,0.06,"$50,000-74,999",True,4458.333333,0,19,4000,Q3 2012,140.61,1.0,0,0,0.0,53,Review
